h3_id,events,fatalities,latitude,longitude
836b96fffffffff,26,18,6.04126809490133,15.1135274681476
838b51fffffffff,65,46,-10.1925206848253,-67.6133307255004
837a48fffffffff,18,12,1.48113206780829,34.905294235005
83a226fffffffff,7,1,-17.363447456211,47.8928779456664
835902fffffffff,7,9,19.4544273168562,1.26612643571616
831edafffffffff,16,0,38.2922571020207,23.5097315968095
83520afffffffff,9,9,16.9300496667242,45.3511287572751
836adcfffffffff,152,811,-1.15141630766973,29.6412825905062
8320b2fffffffff,16,4,36.1823834787354,67.1693051483907
831194fffffffff,7,13,51.3865248244573,35.5598236434354
834272fffffffff,21,9,28.407746702645,67.2078418936225
83422bfffffffff,33,14,28.4138004763908,65.001749986302
832ccbfffffffff,6,2,37.5994634014587,58.325064487816
838030fffffffff,21,21,-6.92681272335721,-40.0093972046889
83a883fffffffff,42,37,-19.5361102632929,-42.3253033930811
835282fffffffff,16,22,12.2243353073017,37.8675883894312
833e1afffffffff,6,2,24.0894278942895,22.8658436928316
83978bfffffffff,1,0,-11.393360188462,33.9295707085282
835466fffffffff,5,12,15.1145410501069,-7.0574824609039
837a53fffffffff,5,4,3.10723380108078,39.4071108512007
838b86fffffffff,37,22,-12.7259297031668,-55.4479417188686
838015fffffffff,5,7,-4.56661204526506,-39.9704157209198
838a80fffffffff,6,5,-4.12727258677999,-56.0962456229345
83a812fffffffff,63,61,-23.2275682440852,-45.5687336621498
8349b6fffffffff,45,63,16.6175090230973,-98.1724537354225
83ad36fffffffff,29,26,-33.8362149144907,18.4940654868138
835f75fffffffff,1,2,4.92800292570438,-61.3288763182579
83675cfffffffff,8,5,10.2064102512396,-69.0651478046083
836485fffffffff,53,40,16.6989960730141,98.0752072564672
833f4dfffffffff,12,0,34.6394191554826,32.5711882867239
83498bfffffffff,19,20,23.5033890597297,-102.705163272176
836481fffffffff,62,32,17.5300421337177,97.2151196488044
8358a5fffffffff,21,22,11.2919223525531,2.9683717023504
83968bfffffffff,37,11,-4.14207315372819,30.0757477293022
8359b0fffffffff,65,108,14.4605265295036,-3.61160119187197
838f72fffffffff,29,23,-4.49964383219096,-79.1205503439291
836b51fffffffff,32,61,11.9203122285163,29.3645519061873
835218fffffffff,50,28,16.2488302218442,43.57361651425
836aeefffffffff,16,7,2.63729895269236,30.9711161410152
836b9efffffffff,18,7,5.0745564634626,17.7097325080437
838b82fffffffff,31,26,-11.5980161700257,-55.4047755784277
83a880fffffffff,17,16,-20.6325217018149,-42.3491473419985
83a826fffffffff,2,1,-27.1075023541446,-49.8884037084825
83a80afffffffff,12,11,-21.3477562935876,-50.7210102949372
836603fffffffff,45,43,7.94149029231337,-74.9303952259297
834535fffffffff,35,38,15.0798585848377,-86.583115740909
83a2aefffffffff,2,0,-25.0766404709122,46.9458320252771
83481efffffffff,10,11,26.7056397058168,-105.787271905684
83499dfffffffff,29,32,22.1283522980388,-100.655370910067
836b5afffffffff,15,16,10.0040634523106,30.3119413541356
832086fffffffff,37,26,37.2964431929669,69.7024614528594
834183fffffffff,4,0,28.4973378993323,116.405119957362
833cdbfffffffff,97,45,19.9808598845205,94.6063382905235
838000fffffffff,11,8,-4.53015489535093,-42.0224156870575
8358f6fffffffff,26,10,8.72483326307781,6.92179669282236
836a1dfffffffff,43,51,5.62277794458535,27.1716526068974
