h3_id,events,fatalities,latitude,longitude
8342e0fffffffff,794,14,24.7229093938411,68.2710491819886
834255fffffffff,546,92,28.3659567300163,69.4205851637267
834256fffffffff,896,14,26.7987650457279,68.2948982929392
834252fffffffff,128,3,26.2489612964232,69.3610931316195
83424dfffffffff,665,23,31.4311858617282,74.1588503883305
83426dfffffffff,610,308,33.787814614632,71.9932532113486
834203fffffffff,120,109,25.7793690279035,64.0420381718038
83420efffffffff,144,180,26.3036755162933,65.0797426190924
83426cfffffffff,831,1443,33.273177507387,70.7625675152566
834262fffffffff,9,2,31.1086627543883,68.3473921019896
8311b2fffffffff,7909,674,51.5084374916182,33.9648591504919
831e4afffffffff,11852,42726,46.2618561890377,32.9111178884435
831196fffffffff,20654,3095,50.3995288310755,36.2072555629048
831192fffffffff,11122,3086,50.2670610266848,37.7611822006806
831e6dfffffffff,3598,571,50.5621513429605,34.6100648507459
831194fffffffff,8970,2466,51.3865248244573,35.5598236434354
831e4dfffffffff,8195,2004,47.8593886354812,34.8506220359012
832d66fffffffff,17453,8512,47.6442208996601,36.4346802673094
831e4efffffffff,932,52,47.2501620827552,32.2765385163077
831e48fffffffff,9484,478,47.0700645452444,33.8728331353762
8311b6fffffffff,2558,38,51.6921997252467,32.2686229712238
832d62fffffffff,506,226,47.4087852840715,37.9965548962273
832d60fffffffff,26426,42834,48.4001050711557,37.4336107914711
8311b0fffffffff,5587,130,52.4405332220546,33.3000019380914
834982fffffffff,186,103,20.2777539362589,-99.8007069392005
832c82fffffffff,251,60,31.1385409094151,47.1517173233054
835219fffffffff,621,189,16.1005948393914,44.6237858683205
835816fffffffff,200,390,12.1975021814944,3.36759883339363
831e65fffffffff,296,27,51.8518103533954,30.5540466544659
838af6fffffffff,465,272,-2.85131966969789,-59.8381166789514
838b84fffffffff,25,17,-13.2145508438674,-56.4484593068196
836b9afffffffff,207,54,4.14641804609272,18.160123273044
8366d5fffffffff,248,98,1.66893679069556,-77.4955215916663
831e80fffffffff,401,2,42.0507906848417,12.9752174751925
833c02fffffffff,965,56,27.4701413440287,85.7192328367814
833c1dfffffffff,196,9,27.1279279666781,87.8019393871662
8311b1fffffffff,530,20,53.3308137580081,34.1907355184888
832d44fffffffff,522,13,47.2111325081299,39.4934088586755
83119efffffffff,384,14,51.9934788768781,39.7534457325617
831186fffffffff,297,4,53.248412133407,35.8240989216204
831180fffffffff,503,6,54.1324463675335,36.8076641626047
